link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/swastika-keying-miami_us_58bf2c76e4b0d1078ca1edcb,Florida Man Arrested For Keying Swastikas Onto Cars,CRIME,Police also accused the suspect of slashing 100 bike tires.,David Moye,2017-03-07
https://www.huffingtonpost.com/entry/biloxi-train-bus-crash_us_58bf3738e4b054a0ea65e3c1,At Least 4 Dead After Train Struck Bus Carrying Senior Citizens In Mississippi,CRIME,"“It’s a terrible, chaotic scene,” the local police chief said.",Nick Visser,2017-03-07
https://www.huffingtonpost.com/entry/creepy-clowns-guns_us_58be3984e4b09ab537d64da8,Police Probe Reports Of Armed Creepy Clowns Scaring Children,CRIME,A dad reports seeing one gunman and a man with a pipe running away in suburban Pittsburgh.,Mary Papenfuss,2017-03-07
https://www.huffingtonpost.com/entry/supreme-court-sides-with-latino-man-who-says-he-didnt-get-a-fair-trial_us_58bd9a43e4b0d8c45f452384,Supreme Court Sides With Latino Man Who Says He Didn't Get a Fair Trial,CRIME,Miguel Pena Rodriguez says that a juror's racist remarks are proof he was denied a fair trial.,"Lawrence Hurley, Reuters",2017-03-06
https://www.huffingtonpost.com/entry/missing-indianapolis-woman-found-dead_us_58bc3dbce4b0b9989418371e,Missing Indianapolis Woman Found Dead Near River,CRIME,"Jacqueline Watts' body was found less than a mile from her car, which was left running with its flashers on, police said.",Nina Golgowski,2017-03-05
https://www.huffingtonpost.com/entry/sikh-man-shot-possible-hate-crime_us_58bc1f9ee4b05cf0f401257c,"Sikh Man, Recovering After Gunshot, Was Allegedly Told To 'Get Out Of Our Country'",CRIME,Police in Washington state are investigating Friday's shooting as a possible hate crime.,Nina Golgowski,2017-03-05
https://www.huffingtonpost.com/entry/marine-corps-probing-nude-photos_us_58bc703ee4b05cf0f4013dd5,Report: Marines Probed For Posting Nude Photos Of Female Colleagues,CRIME,Photos of the service members were reportedly shared on a closed Facebook page.,,2017-03-05
https://www.huffingtonpost.com/entry/masked-man-grabs-reporter-cefaan-kim_us_58bb2241e4b05cf0f401049d,Masked Man Grabs Reporter On Live TV,CRIME,"The reporter shared the clip, hoping to find his assailant.",Hilary Hanson,2017-03-04
https://www.huffingtonpost.com/entry/crocodile-stoning-tunis_us_58b8e9b8e4b0d2821b4d0670,Crocodile Stoned To Death By Visitors At Tunis Zoo,CRIME,"""You cannot imagine what animals endure,"" says vet.",Mary Papenfuss,2017-03-03
https://www.huffingtonpost.com/entry/nebraska-prison-disturbance_us_58b948ffe4b0d2821b4d3221,2 Inmates Reportedly Killed In Nebraska Prison Disturbance,CRIME,The deaths were described as murders but did not provide details about the incident.,,2017-03-03
https://www.huffingtonpost.com/entry/hazing-student-with-peanut-allergy_us_58b86b83e4b02a4e8ddb4803,"University Student With Peanut Allergy Was Hazed With Peanut Butter, Mom Says",CRIME,Teresa Seely said her son could have died from the alleged prank.,Nina Golgowski,2017-03-02
https://www.huffingtonpost.com/entry/orlando-gunman-widow-released_us_58b7296be4b0284854b38126,Orlando Gunman's Widow To Be Released From Jail,CRIME,"She was charged in January, six months after her late husband opened fire at Pulse nightclub.",,2017-03-01
https://www.huffingtonpost.com/entry/evansville-indiana-synagogue-shot_us_58b6ecbce4b060480e0db5fd,"Shot Fired Through Indiana Synagogue Was Meant To 'Instill Fear,' Rabbi Says",CRIME,"“This is an individual just trying to make us afraid,” said Rabbi Gary Mazo.",Carol Kuruvilla and Andy Campbell,2017-03-01
https://www.huffingtonpost.com/entry/muslim-vets-jewish-centers_us_58b4e78ae4b0780bac2cb638,U.S. Muslim Vets Vow To Defend Jewish Centers Under Siege,CRIME,Surge of hate crimes is also bringing Americans together.,Mary Papenfuss,2017-02-28
https://www.huffingtonpost.com/entry/muslim-slurs-face-biting-mclean-virginia_us_58b4beb2e4b0a8a9b785880f,Hate Crime Charged In Face-Biting Attack After Barrage of Anti-Muslim Slurs,CRIME,The ugly altercation in Virginia is part of a surging tide of incidents across the nation.,Mary Papenfuss,2017-02-28
https://www.huffingtonpost.com/entry/ian-grillot-kansas-shooting_us_58b45116e4b060480e0a4c1e,Man Who Intervened In Shooting Of Indian Engineers Delivers Powerful Message Of Hope,CRIME,"“I was more than happy to risk my life to save the lives of others,"" said Ian Grillot.",,2017-02-27
https://www.huffingtonpost.com/entry/georgia-duo-sentenced-confederate-flag_us_58b4b65be4b060480e0b36e6,Georgia Duo Sentenced To Years In Prison For Terrorizing Birthday Party With Confederate Flag,CRIME,The pair faced some of the most serious charges out of 15 members of the group “Respect the Flag” indicted over the incident.,,2017-02-27
https://www.huffingtonpost.com/entry/cosbys-legal-team-secures-imported-jury-blames-press-for-creating-bias_us_58b481c0e4b060480e0ad8e5,"Cosby's Legal Team Secures Imported Jury, Blames Press For Creating Bias",CRIME,The case is the only criminal prosecution resulting from accusations by more than four dozen women.,"David DeKok, Reuters",2017-02-27
https://www.huffingtonpost.com/entry/truck-crowd-new-orleans_us_58b241c0e4b060480e089848,"Truck Slams Into Mardi Gras Parade Crowd In New Orleans, Injuring Dozens",CRIME,"Police said the driver was ""highly intoxicated.""",Carla Herreria,2017-02-26
https://www.huffingtonpost.com/entry/philadelphia-jewish-cemetery-mount-carmel-vandalism_us_58b345b8e4b060480e08dc6c,"Dozens Of Gravestones Toppled, Broken At Philadelphia Jewish Cemetery",CRIME,The incident follows a wave of anti-Semitic acts in the U.S.,Hilary Hanson,2017-02-26
https://www.huffingtonpost.com/entry/sunstance-abuse-counselor-dui-torrance_us_58b0d6b7e4b060480e082c7b,Drug Abuse Counselor Sentenced For Driving Drunk With Victim On Her Windshield,CRIME,The woman drove 2 miles with a dying man on her car in 2012.,Carla Herreria,2017-02-26
https://www.huffingtonpost.com/entry/hate-crime-rise-nypd-presidential-campaign_us_58b0ef10e4b0780bac29ae63,New York Police Link Hate Crime Surge To Presidential Campaign,CRIME,"Mayor Bill de Blasio blames Trump's ""horrible, hateful rhetoric.""",Mary Papenfuss,2017-02-25
https://www.huffingtonpost.com/entry/magician-found-dead-in-magic-castle_us_58b18c72e4b0780bac29cc43,Magician Found Dead Inside Hollywood's Iconic Magic Castle,CRIME,"Daryl Easton, 61, was due to perform at the private club when he was found dead, employees say.",Nina Golgowski,2017-02-25
https://www.huffingtonpost.com/entry/wife-vanishes-cruise_us_58b14326e4b0780bac29b996,Tech Consultant Arrested For Murder After Wife Vanishes During Cruise,CRIME,Maritime authorities alerted police after noticing the mom was missing during a head count of disembarking passengers.,Mary Papenfuss,2017-02-25
https://www.huffingtonpost.com/entry/police-nuclear-bunker-weed_us_58b00dc7e4b0a8a9b781198a,Police Raid On Cold War-Era Nuclear Bunker Yields $1.2 Million Worth Of Weed,CRIME,"“Almost every single room had been converted for the wholesale production of cannabis plants.""",Lee Moran,2017-02-24
https://www.huffingtonpost.com/entry/gofundme-raises-over-160k-for-family-of-man-killed-in-apparent-hate-crime_us_58af7bf3e4b060480e066071,"GoFundMe Raises Over $160,000 For Family Of Man Killed In Apparent Hate Crime",CRIME,"The victim ""was a brilliant, budding engineer who had a bright future ahead of him.""",Antonia Blumberg,2017-02-24
https://www.huffingtonpost.com/entry/anaheim-off-duty-officer-fires-gun-at-minors_us_58ae34aee4b057efdce8f729,Protests Erupt After Video Shows Off-Duty LAPD Cop Firing A Gun In Dispute With Teen,CRIME,"The white off-duty officer confronted the Latino boy after he walked across his property, police say.",Carla Herreria,2017-02-23
https://www.huffingtonpost.com/entry/dog-overdoses-on-heroin_us_58acd985e4b0d0a6ef462ba4,Police Save Puppy From Overdosing On Heroin,CRIME,"Lucky was ""pretty close to checking out.""",David Moye,2017-02-22
https://www.huffingtonpost.com/entry/michigan-teen-shirt-windshiel_us_58adb942e4b0d0a6ef46d75a,Michigan Teen Believes Shirt Was Left On Her Car Windshield As A Trap,CRIME,"Police said they ""can’t definitively say whether kidnapping or abduction was the end goal.""",Nina Golgowski,2017-02-22
https://www.huffingtonpost.com/entry/surgeon-sentenced-to-life-paralyzed-patients-dallas_us_58ac5239e4b0f077b3ee092c,Former Neurosurgeon Who Maimed Patients Sentenced To Life In Prison,CRIME,Christopher Duntsch operated and people were left paralyzed. Two died.,Nina Golgowski,2017-02-21
https://www.huffingtonpost.com/entry/shots-fired-houston-ben-taub-hospital_us_58aca119e4b06e5f777b6e8f,"'No Evidence' Of Shooting At Houston's Ben Taub Hospital, Chief Says",CRIME,"The hospital was given an “all clear.""",Sebastian Murdock,2017-02-21
https://www.huffingtonpost.com/entry/sometimes-locking-kids-up-makes-matters-worse_us_58ab235fe4b026a89a7a2e60,"Sometimes, Locking Kids Up Makes Matters Worse",CRIME,"In an ideal world, correctional institutions should aim to rehabilitate young offenders. When this works, youth make gains","Alex R. Piquero, ContributorAshbel Smith Professor of Criminology, The University of Texas...",2017-02-20
https://www.huffingtonpost.com/entry/trump-motorcade-hit-by-wood_us_58a9a60ce4b037d17d28d066,Schoolkids Face Charges After Trump's Motorcade Is Hit With Wood,CRIME,"A group of middle schoolers in Palm Beach, Florida, allegedly plotted tossing the two-by-four block.",Nina Golgowski,2017-02-19
https://www.huffingtonpost.com/entry/video-shows-moment-missing-toddler-is-found-blocks-from-home_us_58aa03d1e4b07602ad55d3cc,Video Shows Officers Recovering Missing Toddler In Bushes Near Home,CRIME,A K9 is credited with leading the officers to the 2-year-old boy.,Nina Golgowski,2017-02-19
https://www.huffingtonpost.com/entry/man-dies-breaching-honolulu-airport_us_58a93906e4b07602ad55779c,Man Dies After Breaching TSA Checkpoint At Honolulu Airport,CRIME,The man was unarmed and did not have a plane ticket.,Carla Herreria,2017-02-19
https://www.huffingtonpost.com/entry/chicago-accused-killer-beaten_us_58a7b234e4b037d17d2813e9,Video Captures Courthouse Beating Of Inmate Accused of Killing Chicago Child,CRIME,The girl's fatal shooting was one of three child killings in the city in just days.,Mary Papenfuss,2017-02-18
https://www.huffingtonpost.com/entry/chicks-field-dumped-rspca_us_58a84787e4b045cd34c20ec0,"Someone Dumped 1,000 Tiny Chicks In A Field And Left Them To Die",CRIME,"""I have never seen anything like it, it was just a sea of yellow. And the noise was unbelievable.""",Lee Moran,2017-02-18
https://www.huffingtonpost.com/entry/man-killed-first-family-second-family_us_58a62c04e4b045cd34c008c0,Man Convicted Of Killing His First Family Pleads Guilty To Slaying His Second,CRIME,"Gregory Green, who served 16 years for murder, has confessed to another brutal crime.",David Lohr,2017-02-17
https://www.huffingtonpost.com/entry/kaboom-the-bizarre-plot-to-blow-up-target-stores-to-tank-company-stock_us_58a6cdaee4b045cd34c07735,The Bizarre Plot To Blow Up Target Stores To Tank Company Stock,CRIME,"The suspect disguised bombs in packages of breakfast bars, pasta and stuffing mix, authorities say.",David Lohr,2017-02-17
https://www.huffingtonpost.com/entry/inmate-abused-suit-claims_us_58a60ea0e4b045cd34bfda9e,Video Shows Officers Pepper-Spraying Restrained Man Who Says He Can't Breathe,CRIME,The disturbing video comes six months after another inmate sued the facility after a similar video surfaced.,Nina Golgowski,2017-02-17
https://www.huffingtonpost.com/entry/jewelry-store-owner-fights-robbers_us_58a6e2f6e4b07602ad53a2af,Wait Till You See How This Brooklyn Jewelry Store Owner Fights Off Robbers,CRIME,"“There were a bunch of items on display here that I managed to break on their heads,"" he said.",Ron Dicker,2017-02-17
https://www.huffingtonpost.com/entry/valentines-day-chicago-shooting-facebook-live_us_58a4d871e4b045cd34be71de,2-Year-Old Killed In Chicago Shooting Streamed On Facebook Live,CRIME,"In four days, three children in Chicago have died because of shootings.",Carla Herreria,2017-02-16
https://www.huffingtonpost.com/entry/pot-catapult-mexico-arizona-border_us_58a4bd7ce4b045cd34be2fc2,Check Out This Pot-Slinging Catapult Found On Mexico's Border,CRIME,"The contraption was being used to hurl bundles of marijuana into the U.S., officials said.",Nina Golgowski,2017-02-15
https://www.huffingtonpost.com/entry/kkk-widow-murder_us_58a2ae97e4b0ab2d2b187d49,KKK Leader's Widow And Stepson Charged In His Death,CRIME,"Frank Ancona was shot in the head while he slept, Missouri police say.",Mary Papenfuss,2017-02-14
https://www.huffingtonpost.com/entry/dui-police-interview-arrested_us_58a30054e4b0ab2d2b18def6,The Inevitable Happens After Man Drives Drunk To Police Job Interview,CRIME,"No, he didn't get the role.",Lee Moran,2017-02-14
https://www.huffingtonpost.com/entry/stolen-mortuary-van-returned_us_58a315a7e4b0ab2d2b191242,"Man Returns Stolen Mortuary Van After Finding Body Inside, Police Say",CRIME,"""Out of all the bad decisions he made, he at least made one good one and brought back the deceased person,"" a police spokesman said.",Nina Golgowski,2017-02-14
https://www.huffingtonpost.com/entry/oculus-twin-death_us_589f9c68e4b03df370d6d8d4,Twin Dies After Fall From Escalator In World Trade Center Transit Hub,CRIME,"Jennifer Santos fell as she was trying to retrieve her sister's hat, said officials.",Mary Papenfuss,2017-02-12
https://www.huffingtonpost.com/entry/cocaine-england-great-yarmouth_us_589ee717e4b03df370d6b286,Cocaine Worth $60 Million Washes Up On Beach,CRIME,Holdalls containing the drug washed ashore in eastern England on Thursday and Friday.,,2017-02-11
https://www.huffingtonpost.com/entry/judith-permar-arm-stuck-in-donation-box_us_589ca32de4b09bd304c07a9e,Woman Dies After Getting Arm Stuck In Donation Box,CRIME,Investigators believe she had her arm in the bin when her step ladder collapsed.,David Moye,2017-02-09
https://www.huffingtonpost.com/entry/dea-agent-david-polos-prison-strip-club_us_589ce721e4b094a129e97789,Ex-DEA Agent Who Lied About Owning Strip Club Avoids Prison Time,CRIME,He could've faced up to six months in prison for lying about the Twins Plus Go-Go Lounge.,"Nate Raymond, Reuters",2017-02-09
https://www.huffingtonpost.com/entry/killing-spree-motel_us_589a2ba5e4b040613139e77a,Killing Spree Ends In Deadly Motel Standoff,CRIME,Suspected killer William Boyette Jr. died from a self-inflicted gunshot wound. Alleged accomplice Mary Craig Rice was taken into custody.,Nina Golgowski,2017-02-08
https://www.huffingtonpost.com/entry/legoland-drug-bust-england_us_5899fa8de4b0c1284f2866dc,UK Authorities Disassemble Marijuana Grow Op Found At Legoland,CRIME,Two blockheads were arrested after setting up a green house near Queen Elizabeth II's Windsor Castle home.,Nina Golgowski,2017-02-07
https://www.huffingtonpost.com/entry/suitcase-killer-youtube-video_us_58991234e4b0c1284f27d11b,Chicago 'Suitcase Killer' Issues Startling YouTube 'Confession',CRIME,Heather Mack appears to exonerate her boyfriend in her mother's murder in Bali.,Mary Papenfuss,2017-02-07
https://www.huffingtonpost.com/entry/student-recovering-from-beating_us_5899dde4e4b0406131391371,Cubs Fan Recovering From School Beating Gets Support From First Baseman,CRIME,"Henry Sembdner, 12, was put in a coma after he was allegedly assaulted by a classmate, his family said.",Nina Golgowski,2017-02-07
https://www.huffingtonpost.com/entry/drunk-and-racist-train_us_5897f297e4b040613137a29a,'Drunk And Racist' Man Curses Out 4-Year-Old As He's Booted From Train,CRIME,"The incident cost him more than $1,500.",Ed Mazza,2017-02-06
https://www.huffingtonpost.com/entry/remains-found-missing-college-student_us_5898c405e4b0406131383eb5,Remains Found In Shallow Grave Likely Missing College Student,CRIME,Authorities said “key pieces of evidence” indicate that they have found Zuzu Verk’s body.,David Lohr,2017-02-06
https://www.huffingtonpost.com/entry/customer-kills-shoplifting-suspect_us_5897923de4b09bd304bbd1f8,Walmart Customer Fatally Shoots Teen Accused Of Stealing Diapers,CRIME,The customer said he felt threatened by the suspect and thought he had a weapon.,Nina Golgowski,2017-02-05
